"MLocID","StationDes","Lat_DD","Long_DD","AU_ID","MonLocType","Period","OWRD_Basin","data_period_start","data_period_end","IR_category","total_violations","max_violations_3yr","max_3yr_results_in_crit_period","total_spawn_violations","max_spawn_violations_3yr"
"40094-ORDEQ","Gettings CK 60 yds DS of crossing",43.84738273,-123.01730933,"OR_WS_180102020405_05_107058","River/Stream","Year round","Willamette",2017-08-14,2017-12-17,"Cat5",33,33,48,NA,NA
"40095-ORDEQ","Deming Creek 20 yards N of Mouth ",42.42000792,-121.03106437,"OR_WS_180102020406_05_107059","River/Stream","Year round","Klamath",2017-08-06,2017-10-18,"Cat5",39,39,56,NA,NA
"40114-ORDEQ","Fate CK 205 Meters US of Days Creek RD",42.989693,-123.10301615,"OR_WS_171003020505_02_105697","River/Stream","Year round","Umpqua",2013-07-04,2013-09-27,"Cat5",21,21,86,NA,NA
"40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road",44.97169231,-122.93048841,"OR_WS_170900090108_02_104461","River/Stream","Year round","Willamette",2009-02-04,2009-04-22,"Cat3",0,0,0,NA,NA
"40237-ORDEQ","Upper sunshine Creek at SE Tillstrom Rd",45.4400137,-122.42085415,"OR_WS_170900120101_02_104550","River/Stream","Year round","Willamette",2017-05-22,2017-10-15,"Cat5",63,63,92,NA,NA
"40256-ORDEQ","Clean Branch US of reservoir at RM 1.02",45.45682478,-121.67979048,"OR_WS_170701050504_02_101999","River/Stream","Year round","Hood",2009-05-21,2012-11-12,"Cat5",4,4,185,NA,NA
"40257-ORDEQ","Pinnacle Creek at gauging station",45.45373915,-121.66513489,"OR_WS_170701050504_02_101999","River/Stream","Year round","Hood",2009-05-21,2012-11-12,"Cat2",0,0,185,NA,NA
"40258-ORDEQ","Clear Branch south dam springs",45.45948505,-121.65684687,"OR_WS_170701050504_02_101999","River/Stream","Year round","Hood",2009-05-12,2012-11-12,"Cat2",0,0,185,NA,NA
"40259-ORDEQ","Reservoir outfall in MFID powerhouse below dam",45.46006826,-121.65585445,"OR_WS_170701050504_02_101999","River/Stream","Year round","Hood",2009-04-26,2012-07-18,"Cat5",223,150,181,NA,NA
"40260-ORDEQ","Clean Branch north dam springs",45.4607888,-121.65657597,"OR_WS_170701050504_02_101999","River/Stream","Year round","Hood",2009-05-12,2012-11-12,"Cat2",0,0,185,NA,NA
"40261-ORDEQ","Coe Branch at road bridge",45.45868689,-121.64836036,"OR_WS_170701050504_02_101999","River/Stream","Year round","Hood",2012-05-13,2012-10-14,"Cat5",37,37,92,NA,NA
"40262-ORDEQ","Coe Branch upstream of MFID diversion structure",45.45377367,-121.65172414,"OR_WS_170701050504_02_101999","River/Stream","Year round","Hood",2009-04-26,2012-08-22,"Cat5",90,71,185,NA,NA
"40265-ORDEQ","South Fork Siuslaw at Territorial HWY and Gowdyville Road",43.80063303,-123.22606868,"OR_WS_171002060301_02_105629","River/Stream","Year round","Mid Coast",2017-06-27,2017-10-15,"Cat5",34,34,184,NA,NA
"40266-ORDEQ","Munsel Creek at Greenway Park ",43.98868688,-124.09381464,"OR_WS_171002060804_02_106406","River/Stream","Year round","Mid Coast",2017-06-13,2017-10-15,"Cat2",0,0,184,NA,NA
"40267-ORDEQ","Ackerley Creek upstream of Martin Road",44.01077302,-124.08421464,"OR_WS_171002060804_02_106406","River/Stream","Year round","Mid Coast",2017-06-12,2017-10-15,"Cat5",228,228,184,NA,NA
"40267-ORDEQ","Ackerley Creek upstream of Martin Road",44.01077302,-124.08421464,"OR_WS_171002060804_02_106406","River/Stream","Spawn","Mid Coast",2017-10-15,2017-10-15,"Cat5",NA,NA,NA,2,2
"40268-ORDEQ","Munsel Creek at  Spruce St. ",43.97638795,-124.09949341,"OR_WS_171002060804_02_106406","River/Stream","Year round","Mid Coast",2017-06-12,2017-10-10,"Cat2",0,0,169,NA,NA
"40270-ORDEQ","Lake Creek below Hult Dam Outlet Pipe",44.23959116,-123.494881,"OR_WS_171002060601_02_106169","River/Stream","Year round","Mid Coast",2017-06-28,2017-10-09,"Cat2",0,0,163,NA,NA
"40273-ORDEQ","Upper Deming Creek 100 feet W of diversion",42.44800111,-120.954,"OR_WS_180102020405_05_107058","River/Stream","Year round","Klamath",2017-07-26,2017-10-18,"Cat2",0,0,67,NA,NA
